0.65,76.56
0.65,9.26
0.65,2.53
0.63,1.86
0.6,1.79
0.62,1.79
0.6,1.79
0.6,1.79
0.6,1.79
0.6,1.79
0.6,1.79
0.6,1.79
0.62,1.79
0.6,1.79
0.06,1.79
0.57,1.79
0.62,1.79
0.6,749.51
0.62,76.56
0.6,9.26
0.6,2.53
0.62,1.86
0.6,1.79
0.62,1.79
0.62,1.79
0.6,1.79
0.62,1.79
0.6,1.79
0.6,1.79
0.62,1.79
0.6,1.79
0.6,1.77
0.06,1.79
0.54,1.77
0.59,1.77
0.57,741.49
0.57,75.74
0.59,9.17
0.57,2.51
0.59,1.84
0.57,1.78
0.57,1.77
0.57,1.77
0.57,1.77
0.57,1.77
0.57,1.77
0.57,1.77
0.57,1.77
0.54,1.77
0.57,1.77
0.06,1.77
0.49,1.77
0.54,1.77
0.54,731.47
0.52,74.72
0.54,9.04
0.52,2.47
0.54,1.82
0.54,1.75
0.52,1.74
0.54,1.74
0.52,1.74
0.51,1.74
0.54,1.74
0.52,1.74
0.51,1.74
0.51,1.74
0.49,1.74
0.05,1.74
0.44,1.74
0.48,1.74
0.49,731.47
0.49,74.72
0.49,9.04
0.49,2.47
0.49,1.82
0.49,1.75
0.49,1.74
0.49,1.74
0.49,1.74
0.49,1.74
0.49,1.74
0.49,1.74
0.49,1.74
0.51,1.74
0.49,1.74
0.05,1.74
0.47,1.74
0.48,1.74
0.49,721.55
0.49,73.7
0.49,8.92
0.49,2.44
0.49,1.79
0.49,1.73
0.46,1.72
0.48,1.72
0.46,1.72
0.48,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.48,1.72
0.05,1.72
0.44,1.72
0.48,1.72
0.49,721.55
0.49,73.7
0.49,8.92
0.49,2.44
0.49,1.77
0.49,1.73
0.49,1.72
0.49,1.7
0.49,1.72
0.49,1.72
0.49,1.7
0.46,1.7
0.48,1.7
0.46,1.72
0.46,1.7
0.05,1.7
0.42,1.72
0.48,1.7
0.46,721.55
0.48,73.7
0.46,8.92
0.46,2.44
0.48,1.79
0.46,1.73
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.46,1.72
0.05,1.72
0.39,1.72
0.45,1.72
0.43,721.55
0.43,73.7
0.43,8.92
0.43,2.44
0.43,1.79
0.41,1.73
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.04,1.72
0.39,1.72
0.43,1.72
0.43,721.55
0.41,73.7
0.43,8.92
0.41,2.44
0.4,1.79
0.43,1.73
0.41,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.72
0.43,1.7
0.43,1.72
0.41,1.72
0.43,1.7
0.04,1.72
0.39,1.7
0.4,1.72
0.43,711.53
0.43,72.68
0.41,8.79
0.43,2.41
0.41,1.77
0.43,1.7
0.41,1.7
0.4,1.7
0.4,1.7
0.4,1.7
0.4,1.7
0.38,1.7
0.4,1.7
0.4,1.7
0.4,1.7
0.04,1.7
0.34,1.7
0.4,1.7
0.38,701.51
0.38,71.66
0.38,8.67
0.35,2.37
0.37,1.74
0.37,1.68
0.38,1.67
0.38,1.67
0.38,1.67
0.38,1.67
0.35,1.67
0.37,1.67
0.37,1.67
0.38,1.67
0.38,1.67
0.04,1.67
0.34,1.67
0.37,1.67
0.38,691.48
0.38,70.63
0.38,8.55
0.38,2.34
0.38,1.72
0.38,1.66
0.38,1.65
0.35,1.65
0.37,1.65
0.35,1.65
0.37,1.65
0.37,1.65
0.35,1.65
0.37,1.65
0.35,1.65
0.04,1.65
0.34,1.65
0.35,1.65
0.32,681.56
0.34,69.62
0.35,8.45
0.32,2.31
0.35,1.69
0.32,1.65
0.32,1.63
0.34,1.63
0.32,1.63
0.35,1.63
0.277822625,45.41148216
